q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,q23,q24,q25,q26,q27,q28,q29,q30,q31,q32,q33,q34,q35,q36,q37,q38,q39,q40
I am a student at Solent University,Year 3,Neutral,,,Agree,Agree,Disagree,270,30,135,3,,False,False,True,True,False,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits,Incorporate activities to improve balance and coordination on at least two days a week if at risk of falls",15,2,"Should minimise the amount of time spent being sedentary (sitting) for extended periods,Should avoid strength training before age 16 as may stunt growth rates",No,Yes,"Stand-alone lectures,Digital learning and electronic content",,"Nursing programme curriculum,Media, YouTube, internet",,can not see box where this question was asked?,Somewhat not,,running,badminton ,swimming,,spin,squash,interval training,31-90 minutes,2021-12-09
I am a student at Solent University,Year 3,Agree,,,Disagree,Disagree,Disagree,150,30,120,3,,True,False,True,True,False,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits,Incorporate activities to improve balance and coordination on at least two days a week if at risk of falls",150,3,Should minimise the amount of time spent being sedentary (sitting) for extended periods,No,Yes,Seminars and workshops,,Through participating in physical activity or sport,,Ladies football team,Average,,Cycling ,Swimming,Running ,,Sprinting,HIIT,Weight lifting ,90-149 minutes,2021-12-09
I am a student at Solent University,Year 3,Agree,,,Disagree,Neutral,Disagree,150,30,75,3,,True,False,True,True,True,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits,Incorporate activities to improve balance and coordination on at least two days a week if at risk of falls",15,3,"Should minimise the amount of time spent being sedentary (sitting) for extended periods,Should avoid strength training before age 16 as may stunt growth rates,Overweight children should aim for short bouts of high intensity exercise to facilitate weight loss",No,Yes,"Stand-alone lectures,Digital learning and electronic content",,"Individual interest and reading,Media, YouTube, internet",,,Somewhat not,,walking,swimming,yoga,,running,HIIT,Strength training,Under 30 minutes,2021-12-09
I am a student at Solent University,Year 3,Agree,,,Neutral,Neutral,Neutral,130,30,30,3,,True,False,True,False,False,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits,Incorporate activities to improve balance and coordination on at least two days a week if at risk of falls",20,2,"Should minimise the amount of time spent being sedentary (sitting) for extended periods,Should avoid strength training before age 16 as may stunt growth rates,Overweight children should aim for short bouts of high intensity exercise to facilitate weight loss",Yes,Yes,"Stand-alone lectures,Digital learning and electronic content",,"Individual interest and reading,Through participating in physical activity or sport",,Running and swimming ,Somewhat,,Cycling ,Walking ,Swimming ,,Running ,Circuit training ,Cross trainer ,150+ minutes,2021-12-09
I am a student at Solent University,Year 3,Strongly agree,,,Agree,Strongly agree,Strongly agree,150,10,75,15,,True,True,True,False,True,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits,Incorporate activities to improve balance and coordination on at least two days a week if at risk of falls",60,3,Should minimise the amount of time spent being sedentary (sitting) for extended periods,No,Yes,"Stand-alone lectures,Seminars and workshops,Digital learning and electronic content,Guided studies",,"Individual interest and reading,Through participating in physical activity or sport",,"Played rugby and was in a rowing club.   Kayaking, which I still do.  High intensity workout; 5 times a week.  Running, mostly 5k events.",Somewhat,,Brisk walking ,Badminton ,Slow- moderate cycling,,High intensity workouts ,Running,Rowing/ cycling at pace,31-90 minutes,2021-12-09
I am a student at Solent University,Year 3,Agree,,,Neutral,Agree,Agree,90,30,10,5,,True,False,True,True,True,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits,Incorporate activities to improve balance and coordination on at least two days a week if at risk of falls",30,3,Should minimise the amount of time spent being sedentary (sitting) for extended periods,No,Yes,Digital learning and electronic content,,Other,As part of my job role as a HCA in primary care,,Somewhat not,,jog,fast walk,swimming,,running,aerobics,netball,Under 30 minutes,2021-12-09
I am a student at Solent University,Year 3,Agree,,,Disagree,Disagree,Disagree,210,30,100,5,,True,False,True,False,True,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits,Incorporate activities to improve balance and coordination on at least two days a week if at risk of falls",210,5,"Should minimise the amount of time spent being sedentary (sitting) for extended periods,Overweight children should aim for short bouts of high intensity exercise to facilitate weight loss",No,Yes,"Stand-alone lectures,Seminars and workshops,Digital learning and electronic content",,"Individual interest and reading,Through participating in physical activity or sport",,Dance   Gym ,Somewhat,,Walking ,Yoga,Swimming,,Running ,Netball,Dance,90-149 minutes,2021-12-09
I am a student at Solent University,Year 2,Agree,,,Neutral,Agree,Agree,210,2,30,3,,True,False,True,False,True,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits,Incorporate activities to improve balance and coordination on at least two days a week if at risk of falls",10,3,"Should minimise the amount of time spent being sedentary (sitting) for extended periods,Should avoid strength training before age 16 as may stunt growth rates",No,Yes,"Seminars and workshops,Assessable content,Digital learning and electronic content,Guided studies",,"Nursing programme curriculum,Media, YouTube, internet,Through participating in physical activity or sport",,spin classes ,Average,,jogging ,walking,swimming,,running,cycling,weight training ,150+ minutes,2021-12-10
I am a student at Solent University,Year 2,Strongly agree,,,Agree,Strongly agree,Strongly agree,180,5,180,5,,True,False,True,True,False,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits,Incorporate activities to improve balance and coordination on at least two days a week if at risk of falls",30,5,"Should minimise the amount of time spent being sedentary (sitting) for extended periods,Should avoid strength training before age 16 as may stunt growth rates",No,Yes,"Seminars and workshops,Guided studies",,"Media, YouTube, internet",,,,,fast walking,swimming short distances,light weight training,,running,zumba,speed swimming,90-149 minutes,2021-12-10
I am a student at Solent University,Year 1,Strongly agree,,,Disagree,Disagree,Disagree,180,30,70,3,,True,False,True,True,False,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits,Incorporate activities to improve balance and coordination on at least two days a week if at risk of falls",60,3,"Should minimise the amount of time spent being sedentary (sitting) for extended periods,Should avoid strength training before age 16 as may stunt growth rates",No,Yes,"Stand-alone lectures,Seminars and workshops",,"Individual interest and reading,Through participating in physical activity or sport",,Running/cycling/swimming/walking/sailing,Very,,Swimming,Fast walking/easy jogging,Easy cycling ,,Running,Team sports - netball/football/rugby,Racket sports ,150+ minutes,2021-12-10
I am a student at Solent University,Year 2,Strongly agree,,,Agree,Agree,Agree,150,10,75,2,,True,False,True,False,False,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits,Incorporate activities to improve balance and coordination on at least two days a week if at risk of falls",30,2,None of the above,No,Yes,"Stand-alone lectures,Seminars and workshops,Assessable content,Digital learning and electronic content,Guided studies",,"Individual interest and reading,Media, YouTube, internet",,,Average,,walking,Bike riding,doing exercise on tread mill machine,,running,weight lifting,exercise,31-90 minutes,2021-12-10
I am a student at Solent University,Year 1,Agree,,,Disagree,Disagree,Disagree,60,30,30,3,,False,False,True,True,True,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits,Incorporate activities to improve balance and coordination on at least two days a week if at risk of falls",60,3,"Should minimise the amount of time spent being sedentary (sitting) for extended periods,Should avoid strength training before age 16 as may stunt growth rates",No,Yes,"Stand-alone lectures,Digital learning and electronic content",,Individual interest and reading,,,Somewhat not,,Running ,Swimming ,Cycling ,,Boxing,Aerobics ,,Under 30 minutes,2021-12-11
I am a student at Solent University,Year 2,Agree,,,Neutral,Neutral,,30,20,10,3,,True,True,True,True,True,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits",30,2,Should minimise the amount of time spent being sedentary (sitting) for extended periods,Yes,Yes,Seminars and workshops,,"Nursing programme curriculum,Individual interest and reading,Media, YouTube, internet,Through participating in physical activity or sport",,,Average,,walking,Running,,,,,,31-90 minutes,2021-12-13
I am a student at Solent University,Year 3,Agree,,,Neutral,Agree,Neutral,115,60,75,2,,True,False,False,True,True,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits",30,2,Should avoid strength training before age 16 as may stunt growth rates,Yes,No,"Seminars and workshops,Other",Face to face teaching ,Through participating in physical activity or sport,,Football and gym,Somewhat,,Walking the dog,Working 7 hour days ,Nintendo switch workout,,Cardio workout ,12 hour working days ,Football training,150+ minutes,2021-12-13
I am a student at Solent University,Year 2,Strongly agree,,,Agree,Agree,Agree,150,60,75,2,,True,False,True,False,True,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits,Incorporate activities to improve balance and coordination on at least two days a week if at risk of falls",60,3,"Should minimise the amount of time spent being sedentary (sitting) for extended periods,Should avoid strength training before age 16 as may stunt growth rates,Overweight children should aim for short bouts of high intensity exercise to facilitate weight loss",Yes,Yes,Digital learning and electronic content,,"Nursing programme curriculum,External conferences, informal teaching or presentations,Media, YouTube, internet,Through participating in physical activity or sport",,Cheerleading   Bicycle riding ,Somewhat,,Dancing ,Hiking ,Bicycle riding ,,Circuit training ,Pilataes ,Running,150+ minutes,2021-12-13
I am a student at Solent University,Year 3,Strongly agree,,,Disagree,Agree,Agree,150,30,15,2,,False,False,True,False,False,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits,Incorporate activities to improve balance and coordination on at least two days a week if at risk of falls",15,3,None of the above,No,Yes,"Stand-alone lectures,Seminars and workshops,Assessable content,Digital learning and electronic content,Guided studies,Other",Group sessions to practice skills,"Nursing programme curriculum,Individual interest and reading,Through participating in physical activity or sport",,Body pump  Combat training  Football,Average,,Walking,Swimming,Yoga,,Body combat,Body pump,Cv ,90-149 minutes,2021-12-13
I am a student at Solent University,Year 2,Strongly agree,,,,,Agree,,,,2,,True,False,True,False,True,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits,Incorporate activities to improve balance and coordination on at least two days a week if at risk of falls",20,3,Should minimise the amount of time spent being sedentary (sitting) for extended periods,Yes,No,Digital learning and electronic content,,Nursing programme curriculum,,,Average,,Walking ,Swimming ,Running ,,Digging ,Cycling ,Climbing ,31-90 minutes,2021-12-13
I am a student at Solent University,Year 1,Agree,,,Agree,Agree,Agree,90,30,90,4,,True,False,True,False,False,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits,Incorporate activities to improve balance and coordination on at least two days a week if at risk of falls",30,3,"Should minimise the amount of time spent being sedentary (sitting) for extended periods,Should avoid strength training before age 16 as may stunt growth rates",No,Yes,"Seminars and workshops,Digital learning and electronic content",,Individual interest and reading,,,Average,,Walking ,Swimming,Leisure riding,,Spin,Circuit training,,31-90 minutes,2021-12-13
I am a student at Solent University,Year 1,Agree,,,Neutral,Neutral,Neutral,180,20,75,5,,True,False,True,True,False,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits,Incorporate activities to improve balance and coordination on at least two days a week if at risk of falls",60,7,"Should minimise the amount of time spent being sedentary (sitting) for extended periods,Should avoid strength training before age 16 as may stunt growth rates",No,Yes,"Stand-alone lectures,Seminars and workshops",,"Nursing programme curriculum,Individual interest and reading,Media, YouTube, internet,Through participating in physical activity or sport",,,Not at all,,walking ,jogging,swimming,,running ,spin class,some aerobics classes,90-149 minutes,2021-12-13
I am a student at Solent University,Year 3,Strongly agree,,,Disagree,Disagree,Disagree,30,30,30,3,,True,True,,True,False,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits,Incorporate activities to improve balance and coordination on at least two days a week if at risk of falls",120,3,"Should minimise the amount of time spent being sedentary (sitting) for extended periods,Should avoid strength training before age 16 as may stunt growth rates,Overweight children should aim for short bouts of high intensity exercise to facilitate weight loss",No,Yes,"Stand-alone lectures,Seminars and workshops,Assessable content,Digital learning and electronic content,Guided studies",,"Individual interest and reading,Media, YouTube, internet,Through participating in physical activity or sport",,"Dancing, yoga",Average,,Yoga,Dancing ,Walking ,,Heavy lifting ,Running ,Walking uphill ,31-90 minutes,2021-12-13
I am a student at Solent University,Year 2,Agree,,,Strongly agree,Strongly agree,Strongly agree,75,150,75,2,,True,True,False,False,False,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits,Refrain from physical activity in presence of chronic disease such as heart disease or arthritis,Incorporate activities to improve balance and coordination on at least two days a week if at risk of falls",60,7,"Should minimise the amount of time spent being sedentary (sitting) for extended periods,Overweight children should aim for short bouts of high intensity exercise to facilitate weight loss",No,Yes,Digital learning and electronic content,,"Media, YouTube, internet",,,Somewhat,,walking,yoga,steps,,running,lifting,cycling,Under 30 minutes,2021-12-13
I am a student at Solent University,Year 2,Agree,,,Neutral,Agree,Neutral,150,20,30,5,,False,False,False,True,False,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits,Incorporate activities to improve balance and coordination on at least two days a week if at risk of falls",120,5,"Should minimise the amount of time spent being sedentary (sitting) for extended periods,Should avoid strength training before age 16 as may stunt growth rates",No,Yes,"Assessable content,Digital learning and electronic content",,Other,Current workplace as HCA,,Average,,Aerobics ,Swimming ,Walking (fast paced),,Running ,Cardio workouts,Weight training ,150+ minutes,2021-12-13
I am a student at Solent University,Year 3,Agree,,,Disagree,Strongly agree,Disagree,210,30,150,2,,True,True,True,True,False,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits,Incorporate activities to improve balance and coordination on at least two days a week if at risk of falls",5,2,"Should minimise the amount of time spent being sedentary (sitting) for extended periods,Should avoid strength training before age 16 as may stunt growth rates",No,Yes,"Stand-alone lectures,Seminars and workshops,Assessable content,Digital learning and electronic content",,"Individual interest and reading,Through participating in physical activity or sport",,Running  Cycling   Swimming   Walking   Gym classes,Very,,Jogging,Skipping,Cycling,,Running,HIIT workouts,Sprinting,90-149 minutes,2021-12-13
I am a student at Solent University,Year 2,Agree,,,Agree,Agree,Agree,150,10,60,3,,True,False,True,True,False,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits,Incorporate activities to improve balance and coordination on at least two days a week if at risk of falls",69,5,"Should minimise the amount of time spent being sedentary (sitting) for extended periods,Should avoid strength training before age 16 as may stunt growth rates,Overweight children should aim for short bouts of high intensity exercise to facilitate weight loss",No,Yes,"Stand-alone lectures,Seminars and workshops,Digital learning and electronic content",,"Nursing programme curriculum,Individual interest and reading,Media, YouTube, internet",,,Average,,Walking ,Weights,Swimming,,Running,Cycling ,Exercise classes ,31-90 minutes,2021-12-13
I am a student at Solent University,Year 3,Strongly agree,,,Agree,Agree,Agree,130,45,15,4,,True,False,True,True,True,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits,Incorporate activities to improve balance and coordination on at least two days a week if at risk of falls",20,3,"Should minimise the amount of time spent being sedentary (sitting) for extended periods,Should avoid strength training before age 16 as may stunt growth rates",Yes,Yes,"Seminars and workshops,Guided studies",,"Nursing programme curriculum,Individual interest and reading,Media, YouTube, internet,Through participating in physical activity or sport",,Regularly trying to attend the ghm sessions ,Somewhat,,Carrying bags from shopping ,Jogging ,Hoovering,,Gym series with weights ,Bycicle sessions ,Thread mills ,90-149 minutes,2021-12-13
I am a student at Solent University,Year 1,Agree,,,Neutral,Neutral,Neutral,5,30,10,5,,,True,False,False,False,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits,Incorporate activities to improve balance and coordination on at least two days a week if at risk of falls",60,4,None of the above,Yes,Yes,Seminars and workshops,,Nursing programme curriculum,,,Very,,Walking ,Group work,Gym,,Gym,Cardio,Running ,31-90 minutes,2021-12-13
I am a student at Solent University,Year 3,Disagree,,,Strongly Disagree,Strongly Disagree,Strongly Disagree,150,60,30,3,,True,True,True,False,False,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits,Incorporate activities to improve balance and coordination on at least two days a week if at risk of falls",30,2,Should minimise the amount of time spent being sedentary (sitting) for extended periods,No,No,Seminars and workshops,,,,,Somewhat not,,Swimming,Aerobics class,Running,,HIIT workout,Circuit training,Spin class,Under 30 minutes,2021-12-13
I am a student at Solent University,Year 2,Strongly agree,,,Disagree,Disagree,Disagree,150,30,75,1,,False,True,False,False,True,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits,Incorporate activities to improve balance and coordination on at least two days a week if at risk of falls",60,4,"Should minimise the amount of time spent being sedentary (sitting) for extended periods,Overweight children should aim for short bouts of high intensity exercise to facilitate weight loss",No,Yes,"Stand-alone lectures,Seminars and workshops",,"Individual interest and reading,External conferences, informal teaching or presentations",,,Somewhat,,Brisk walking ,Swimming ,Cycling ,,Running ,Various sports ,Cycling uphill,90-149 minutes,2021-12-13
I am a student at Solent University,Year 1,Strongly agree,,,Disagree,Disagree,Disagree,90,30,20,2,,False,True,False,True,False,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits,Incorporate activities to improve balance and coordination on at least two days a week if at risk of falls",15,1,"Should minimise the amount of time spent being sedentary (sitting) for extended periods,Should avoid strength training before age 16 as may stunt growth rates,Overweight children should aim for short bouts of high intensity exercise to facilitate weight loss",No,Yes,"Seminars and workshops,Digital learning and electronic content",,"Individual interest and reading,Media, YouTube, internet",,,Somewhat not,,light exercises,brisk walking,cycling,,running,cardio exercises,zumba,31-90 minutes,2021-12-13
I am a student at Solent University,Year 1,Strongly agree,,,Agree,Agree,Agree,75,60,75,7,,True,False,True,False,True,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits,Incorporate activities to improve balance and coordination on at least two days a week if at risk of falls",60,7,"Should minimise the amount of time spent being sedentary (sitting) for extended periods,Overweight children should aim for short bouts of high intensity exercise to facilitate weight loss",Yes,Yes,"Stand-alone lectures,Seminars and workshops,Assessable content,Digital learning and electronic content,Guided studies",,"Individual interest and reading,Media, YouTube, internet,Through participating in physical activity or sport",,"Jogging, running ",Average,,Walking,Cycling ,Swimming ,,Sprints ,Lifting weights ,Press ups,31-90 minutes,2021-12-13
I am a student at Solent University,Year 1,Agree,,,Neutral,Neutral,Neutral,220,30,105,5,,False,True,True,True,False,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits,Only engage in physical activity if they are used to exercise or used to be active",60,60,"Should minimise the amount of time spent being sedentary (sitting) for extended periods,Should avoid strength training before age 16 as may stunt growth rates",No,Yes,Seminars and workshops,,"Media, YouTube, internet",,,Somewhat not,,Fast pace walking ,Jogging,Stairs climbing ,,Running,Cross trainer,Rowing machine ,Under 30 minutes,2021-12-14
I am a student at Solent University,Year 1,Agree,,,Agree,Strongly agree,Strongly agree,150,30,30,3,,True,False,True,True,False,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits,Incorporate activities to improve balance and coordination on at least two days a week if at risk of falls",300,5,"Should minimise the amount of time spent being sedentary (sitting) for extended periods,Overweight children should aim for short bouts of high intensity exercise to facilitate weight loss",Yes,Yes,"Stand-alone lectures,Assessable content,Digital learning and electronic content,Guided studies",,"Individual interest and reading,Through participating in physical activity or sport",,Running,Very,,Jogging,Tennis,Cycling,,Cardio,Running fast,Spinning,150+ minutes,2021-12-14
I am a student at Solent University,Year 2,Agree,,,Neutral,Neutral,Neutral,150,30,15,3,,True,False,True,False,True,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits,Incorporate activities to improve balance and coordination on at least two days a week if at risk of falls",15,150,Should minimise the amount of time spent being sedentary (sitting) for extended periods,No,Yes,"Stand-alone lectures,Seminars and workshops",,Nursing programme curriculum,,,Average,,walking,swimming,weight training,,sprints,boxing,spin,31-90 minutes,2021-12-14
I am a student at Solent University,Year 1,Agree,,,Agree,Agree,Agree,150,30,60,3,,True,True,False,True,True,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits,Incorporate activities to improve balance and coordination on at least two days a week if at risk of falls",30,5,"Should minimise the amount of time spent being sedentary (sitting) for extended periods,Should avoid strength training before age 16 as may stunt growth rates,Overweight children should aim for short bouts of high intensity exercise to facilitate weight loss",No,Yes,"Stand-alone lectures,Seminars and workshops,Assessable content,Digital learning and electronic content,Guided studies",,Through participating in physical activity or sport,,Rock climbing   Horse riding,Somewhat,,Brisk walk,cycling,tennis,,sprint,skipping,high knees,90-149 minutes,2021-12-16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-12
